city;coordinateNumber;nameImpurity;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
Кривий Ріг;4793340;Дiоксид сiрки;0,0257;0,0227;0,0308;null;0,032125;0,0244;0,0237;0,0189;0,0188;0,0214;null;0,014875;0,0185;0,0275;0,0313;0,0314;0,0219;null;0,026125;0,0235;0,0209;0,026;0,0252;0,0208;null;0,024625;0,0212;0,0199;0,0284;0,0248;0,0219
Кривий Ріг;4793340;Оксид вуглецю;1;1;1,4;null;1;1;1,3;1;1;1;null;1;1;1,2;2,2;1,8;1,7;null;1,1;1;1;1,5;1;1,1;null;1;1,5;1,3;1,7;1,4;1,4
Кривий Ріг;4793340;Дiоксид азоту;0,023;0,017;0,023;null;0,0225;0,026;0,038;0,017;0,018;0,025;null;0,02375;0,039;0,034;0,044;0,061;0,025;null;0,03625;0,032;0,032;0,04;0,03;0,029;null;0,055;0,042;0,044;0,04;0,041;0,03
Кривий Ріг;4793340;Оксид азоту;0,013333333;0,01;0,02;null;0,015;0,013333333;0,02;0,013333333;0,013333333;0,02;null;0,02;0,033333333;0,03;0,016666667;0,036666667;0,023333333;null;0,02;0,016666667;0,02;0,023333333;0,016666667;0,016666667;null;0,035;0,026666667;0,016666667;0,023333333;0,02;0,013333333
Кривий Ріг;4793340;Сiрководень;0,001;0,001;0,001375;null;0,00125;0,001125;0,001125;0,001;0,000875;0,001;null;0,000875;0,001125;0,001125;0,001875;0,001625;0,001375;null;0,001;0,001;0,000875;0,00125;0,001;0,001375;null;0,001125;0,00125;0,000875;0,0015;0,001375;0,00125
Кривий Ріг;4793340;Фенол;0,0015625;0,0015625;0,0025;null;0,002333333;0,001625;0,002;0,001375;0,0013125;0,001625;null;0,000916667;0,0015;0,002;0,004;0,0043125;0,0026875;null;0,00175;0,0020625;0,00125;0,0023125;0,00225;0,001875;null;0,001416667;0,00175;0,0015625;0,00225;0,0023125;0,0025
Кривий Ріг;4793340;Амiак;0,01;0,01;0,01;null;0,01;0,01;0,01125;0,01;0,009375;0,01;null;0,008333333;0,01;0,010625;0,010625;0,01;0,009375;null;0,01;0,01;0,010625;0,01125;0,01125;0,01125;null;0,01;0,011875;0,010625;0,010625;0,010625;0,01
Кривий Ріг;4793340;Формальдегiд;0,0100625;0,0098125;0,0136875;null;0,013083333;0,0119375;0,012625;0,0105625;0,0090625;0,011625;null;0,010083333;0,0111875;0,0131875;0,01325;0,011;0,008375;null;0,014666667;0,0125625;0,011125;0,0135;0,011625;0,0125625;null;0,011583333;0,011875;0,01325;0,0135625;0,015375;0,02
Кам'янське;4853460;Завислі речовини;0,2981875;0,2843;0,3658625;null;0,4624625;0,2557;0,16275;0,17465;0,1006375;0,1711125;null;0,0986375;0,1324125;0,1109375;0,2413375;0,21405;0,12285;null;0,1344;0,107375;0,3236;0,284725;0,327625;0,319225;null;0,386325;0,372825;0,05425;0,218125;0,287375;0,276425
Кам'янське;4853460;Дiоксид сiрки;0,007;0,0069375;0,00665;null;0,0065625;0,0071375;0,0075375;0,0064375;0,0066875;0,0056375;null;0,005425;0,0072125;0,0059;0,0046625;0,00465;0,00555;null;0,00545;0,0057;0,006975;0,006625;0,007525;0,0065;null;0,0072;0,00725;0,00615;0,006375;0,00715;0,00685
